account_id,true_group_id,true_relation_type,building_id,unit_id,noise_level,split
ACC-000498,REL-00242,household_signal,61,2,clean,train
ACC-000499,REL-00243,singleton,61,3,moderate,train
ACC-000500,REL-00244,shared_residence,61,4,heavy,train
ACC-000501,REL-00244,shared_residence,61,4,moderate,train
ACC-000502,REL-00244,shared_residence,61,4,moderate,train
ACC-000503,REL-00244,shared_residence,61,4,clean,train
ACC-000504,REL-00245,shared_location,62,1,clean,train
ACC-000505,REL-00245,shared_location,62,1,heavy,train
ACC-000506,REL-00245,shared_location,62,1,moderate,train
ACC-000507,REL-00245,shared_location,62,1,clean,train
ACC-000508,REL-00245,shared_location,62,1,clean,train
ACC-000509,REL-00245,shared_location,62,1,clean,train
ACC-000510,REL-00246,singleton,62,2,moderate,train
ACC-000511,REL-00247,household_signal,62,3,clean,train
ACC-000512,REL-00247,household_signal,62,3,moderate,train
ACC-000513,REL-00247,household_signal,62,3,moderate,train
ACC-000514,REL-00248,shared_residence,62,4,clean,train
ACC-000515,REL-00248,shared_residence,62,4,moderate,train
ACC-000516,REL-00248,shared_residence,62,4,heavy,train
ACC-000517,REL-00249,shared_residence,63,1,heavy,test
ACC-000518,REL-00249,shared_residence,63,1,clean,test
ACC-000519,REL-00250,household_signal,63,2,clean,test
ACC-000520,REL-00250,household_signal,63,2,moderate,test
ACC-000521,REL-00251,shared_residence,63,3,moderate,test
ACC-000522,REL-00251,shared_residence,63,3,clean,test
ACC-000523,REL-00252,household_signal,63,4,moderate,test
ACC-000524,REL-00252,household_signal,63,4,clean,test
ACC-000525,REL-00253,singleton,64,1,moderate,train
ACC-000526,REL-00254,singleton,64,2,clean,train
ACC-000527,REL-00255,singleton,64,3,clean,train
ACC-000528,REL-00256,household_signal,64,4,heavy,train
ACC-000529,REL-00256,household_signal,64,4,moderate,train
ACC-000530,REL-00257,household_signal,65,1,heavy,train
ACC-000531,REL-00257,household_signal,65,1,heavy,train
ACC-000532,REL-00258,singleton,65,2,moderate,train
ACC-000533,REL-00259,singleton,65,3,moderate,train
ACC-000534,REL-00260,shared_residence,65,4,moderate,train
ACC-000535,REL-00260,shared_residence,65,4,moderate,train
ACC-000536,REL-00260,shared_residence,65,4,moderate,train
ACC-000537,REL-00261,singleton,66,1,moderate,train
ACC-000538,REL-00262,household_signal,66,2,clean,train
ACC-000539,REL-00262,household_signal,66,2,moderate,train
ACC-000540,REL-00263,household_signal,66,3,moderate,train
ACC-000541,REL-00263,household_signal,66,3,heavy,train
ACC-000542,REL-00264,shared_residence,66,4,clean,train
ACC-000543,REL-00264,shared_residence,66,4,moderate,train
ACC-000544,REL-00265,singleton,67,1,heavy,validation
ACC-000545,REL-00266,household_signal,67,2,moderate,validation
ACC-000546,REL-00266,household_signal,67,2,clean,validation
ACC-000547,REL-00266,household_signal,67,2,moderate,validation
ACC-000548,REL-00266,household_signal,67,2,clean,validation
ACC-000549,REL-00267,household_signal,67,3,moderate,validation
ACC-000550,REL-00267,household_signal,67,3,heavy,validation
ACC-000551,REL-00268,shared_location,67,4,clean,validation
ACC-000552,REL-00268,shared_location,67,4,clean,validation
ACC-000553,REL-00268,shared_location,67,4,heavy,validation
ACC-000554,REL-00268,shared_location,67,4,heavy,validation
ACC-000555,REL-00268,shared_location,67,4,heavy,validation
ACC-000556,REL-00268,shared_location,67,4,moderate,validation
ACC-000557,REL-00269,household_signal,68,1,moderate,test
ACC-000558,REL-00269,household_signal,68,1,moderate,test
ACC-000559,REL-00270,shared_residence,68,2,moderate,test
ACC-000560,REL-00270,shared_residence,68,2,moderate,test
ACC-000561,REL-00270,shared_residence,68,2,clean,test
ACC-000562,REL-00271,singleton,68,3,moderate,test
ACC-000563,REL-00272,household_signal,68,4,moderate,test
ACC-000564,REL-00272,household_signal,68,4,clean,test
ACC-000565,REL-00273,singleton,69,1,moderate,validation
ACC-000566,REL-00274,singleton,69,2,moderate,validation
ACC-000567,REL-00275,shared_residence,69,3,clean,validation
ACC-000568,REL-00275,shared_residence,69,3,moderate,validation
ACC-000569,REL-00275,shared_residence,69,3,moderate,validation
ACC-000570,REL-00276,singleton,69,4,clean,validation
ACC-000571,REL-00277,singleton,70,1,heavy,train
ACC-000572,REL-00278,household_signal,70,2,clean,train
ACC-000573,REL-00278,household_signal,70,2,moderate,train
ACC-000574,REL-00278,household_signal,70,2,moderate,train
ACC-000575,REL-00279,singleton,70,3,moderate,train
ACC-000576,REL-00280,household_signal,70,4,clean,train
ACC-000577,REL-00280,household_signal,70,4,clean,train
ACC-000578,REL-00281,singleton,71,1,clean,validation
ACC-000579,REL-00282,singleton,71,2,heavy,validation
ACC-000580,REL-00283,singleton,71,3,moderate,validation
ACC-000581,REL-00284,singleton,71,4,moderate,validation
ACC-000582,REL-00285,household_signal,72,1,clean,train
ACC-000583,REL-00285,household_signal,72,1,heavy,train
ACC-000584,REL-00285,household_signal,72,1,clean,train
ACC-000585,REL-00286,household_signal,72,2,moderate,train
ACC-000586,REL-00286,household_signal,72,2,moderate,train
ACC-000587,REL-00286,household_signal,72,2,moderate,train
ACC-000588,REL-00287,singleton,72,3,clean,train
ACC-000589,REL-00288,household_signal,72,4,clean,train
ACC-000590,REL-00288,household_signal,72,4,heavy,train
ACC-000591,REL-00289,household_signal,73,1,moderate,train
ACC-000592,REL-00289,household_signal,73,1,clean,train
ACC-000593,REL-00289,household_signal,73,1,heavy,train
ACC-000594,REL-00290,singleton,73,2,moderate,train
ACC-000595,REL-00291,household_signal,73,3,heavy,train
ACC-000596,REL-00291,household_signal,73,3,clean,train
ACC-000597,REL-00291,household_signal,73,3,heavy,train
ACC-000598,REL-00291,household_signal,73,3,moderate,train
ACC-000599,REL-00292,singleton,73,4,moderate,train
ACC-000600,REL-00293,shared_residence,74,1,clean,train
ACC-000601,REL-00293,shared_residence,74,1,clean,train
ACC-000602,REL-00293,shared_residence,74,1,moderate,train
ACC-000603,REL-00294,singleton,74,2,clean,train
ACC-000604,REL-00295,household_signal,74,3,heavy,train
ACC-000605,REL-00295,household_signal,74,3,moderate,train
ACC-000606,REL-00295,household_signal,74,3,moderate,train
ACC-000607,REL-00295,household_signal,74,3,clean,train
ACC-000608,REL-00296,household_signal,74,4,heavy,train
ACC-000609,REL-00296,household_signal,74,4,clean,train
ACC-000610,REL-00297,singleton,75,1,heavy,train
ACC-000611,REL-00298,household_signal,75,2,clean,train
ACC-000612,REL-00298,household_signal,75,2,heavy,train
ACC-000613,REL-00298,household_signal,75,2,clean,train
ACC-000614,REL-00298,household_signal,75,2,moderate,train
ACC-000615,REL-00299,singleton,75,3,clean,train
ACC-000616,REL-00300,household_signal,75,4,heavy,train
ACC-000617,REL-00300,household_signal,75,4,moderate,train
ACC-000618,REL-00300,household_signal,75,4,clean,train
ACC-000619,REL-00300,household_signal,75,4,moderate,train
ACC-000620,REL-00301,singleton,76,1,moderate,test
ACC-000621,REL-00302,shared_location,76,2,moderate,test
ACC-000622,REL-00302,shared_location,76,2,clean,test
ACC-000623,REL-00302,shared_location,76,2,clean,test
ACC-000624,REL-00302,shared_location,76,2,clean,test
ACC-000625,REL-00302,shared_location,76,2,moderate,test
ACC-000626,REL-00302,shared_location,76,2,heavy,test
ACC-000627,REL-00303,singleton,76,3,clean,test
ACC-000628,REL-00304,shared_residence,76,4,moderate,test
ACC-000629,REL-00304,shared_residence,76,4,heavy,test
ACC-000630,REL-00304,shared_residence,76,4,clean,test
ACC-000631,REL-00305,singleton,77,1,moderate,train
ACC-000632,REL-00306,household_signal,77,2,heavy,train
ACC-000633,REL-00306,household_signal,77,2,moderate,train
ACC-000634,REL-00307,singleton,77,3,clean,train
ACC-000635,REL-00308,singleton,77,4,moderate,train
ACC-000636,REL-00309,household_signal,78,1,moderate,train
ACC-000637,REL-00309,household_signal,78,1,moderate,train
ACC-000638,REL-00310,shared_residence,78,2,clean,train
ACC-000639,REL-00310,shared_residence,78,2,moderate,train
ACC-000640,REL-00311,household_signal,78,3,heavy,train
ACC-000641,REL-00311,household_signal,78,3,moderate,train
ACC-000642,REL-00311,household_signal,78,3,clean,train
ACC-000643,REL-00311,household_signal,78,3,moderate,train
ACC-000644,REL-00312,household_signal,78,4,heavy,train
ACC-000645,REL-00312,household_signal,78,4,clean,train
ACC-000646,REL-00312,household_signal,78,4,clean,train
ACC-000647,REL-00313,shared_residence,79,1,moderate,train
ACC-000648,REL-00313,shared_residence,79,1,moderate,train
ACC-000649,REL-00313,shared_residence,79,1,clean,train
ACC-000650,REL-00314,household_signal,79,2,heavy,train
ACC-000651,REL-00314,household_signal,79,2,clean,train
ACC-000652,REL-00315,singleton,79,3,moderate,train
ACC-000653,REL-00316,shared_residence,79,4,moderate,train
ACC-000654,REL-00316,shared_residence,79,4,moderate,train
ACC-000655,REL-00317,shared_location,80,1,heavy,validation
ACC-000656,REL-00317,shared_location,80,1,clean,validation
ACC-000657,REL-00317,shared_location,80,1,moderate,validation
ACC-000658,REL-00317,shared_location,80,1,moderate,validation
ACC-000659,REL-00317,shared_location,80,1,moderate,validation
ACC-000660,REL-00317,shared_location,80,1,heavy,validation
ACC-000661,REL-00318,household_signal,80,2,moderate,validation
ACC-000662,REL-00318,household_signal,80,2,clean,validation
ACC-000663,REL-00318,household_signal,80,2,heavy,validation
ACC-000664,REL-00319,singleton,80,3,heavy,validation
ACC-000665,REL-00320,household_signal,80,4,heavy,validation
ACC-000666,REL-00320,household_signal,80,4,heavy,validation
ACC-000667,REL-00321,shared_residence,81,1,clean,validation
ACC-000668,REL-00321,shared_residence,81,1,clean,validation
ACC-000669,REL-00322,household_signal,81,2,clean,validation
ACC-000670,REL-00322,household_signal,81,2,clean,validation
ACC-000671,REL-00323,shared_residence,81,3,clean,validation
ACC-000672,REL-00323,shared_residence,81,3,heavy,validation
ACC-000673,REL-00324,singleton,81,4,moderate,validation
ACC-000674,REL-00325,shared_residence,82,1,moderate,test
ACC-000675,REL-00325,shared_residence,82,1,moderate,test
ACC-000676,REL-00326,shared_location,82,2,heavy,test
ACC-000677,REL-00326,shared_location,82,2,clean,test
ACC-000678,REL-00326,shared_location,82,2,moderate,test
ACC-000679,REL-00326,shared_location,82,2,moderate,test
ACC-000680,REL-00326,shared_location,82,2,heavy,test
ACC-000681,REL-00326,shared_location,82,2,moderate,test
ACC-000682,REL-00327,singleton,82,3,heavy,test
ACC-000683,REL-00328,shared_location,82,4,heavy,test
ACC-000684,REL-00328,shared_location,82,4,clean,test
ACC-000685,REL-00328,shared_location,82,4,clean,test
ACC-000686,REL-00328,shared_location,82,4,clean,test
ACC-000687,REL-00328,shared_location,82,4,moderate,test
ACC-000688,REL-00328,shared_location,82,4,moderate,test
ACC-000689,REL-00329,singleton,83,1,heavy,test
ACC-000690,REL-00330,shared_residence,83,2,moderate,test
ACC-000691,REL-00330,shared_residence,83,2,clean,test
ACC-000692,REL-00331,household_signal,83,3,heavy,test
ACC-000693,REL-00331,household_signal,83,3,clean,test
ACC-000694,REL-00332,singleton,83,4,clean,test
ACC-000695,REL-00333,singleton,84,1,moderate,train
ACC-000696,REL-00334,singleton,84,2,moderate,train
ACC-000697,REL-00335,singleton,84,3,clean,train
ACC-000698,REL-00336,singleton,84,4,moderate,train
ACC-000699,REL-00337,singleton,85,1,moderate,train
ACC-000700,REL-00338,singleton,85,2,heavy,train
ACC-000701,REL-00339,household_signal,85,3,moderate,train
ACC-000702,REL-00339,household_signal,85,3,clean,train
ACC-000703,REL-00339,household_signal,85,3,moderate,train
ACC-000704,REL-00340,shared_residence,85,4,moderate,train
ACC-000705,REL-00340,shared_residence,85,4,clean,train
ACC-000706,REL-00341,household_signal,86,1,moderate,test
ACC-000707,REL-00341,household_signal,86,1,moderate,test
ACC-000708,REL-00341,household_signal,86,1,moderate,test
ACC-000709,REL-00341,household_signal,86,1,moderate,test
ACC-000710,REL-00342,shared_residence,86,2,moderate,test
ACC-000711,REL-00342,shared_residence,86,2,heavy,test
ACC-000712,REL-00343,household_signal,86,3,clean,test
ACC-000713,REL-00343,household_signal,86,3,heavy,test
ACC-000714,REL-00344,singleton,86,4,moderate,test
ACC-000715,REL-00345,singleton,87,1,clean,test
ACC-000716,REL-00346,household_signal,87,2,moderate,test
ACC-000717,REL-00346,household_signal,87,2,clean,test
ACC-000718,REL-00346,household_signal,87,2,clean,test
ACC-000719,REL-00347,singleton,87,3,moderate,test
ACC-000720,REL-00348,shared_location,87,4,moderate,test
ACC-000721,REL-00348,shared_location,87,4,moderate,test
ACC-000722,REL-00348,shared_location,87,4,heavy,test
ACC-000723,REL-00348,shared_location,87,4,moderate,test
ACC-000724,REL-00348,shared_location,87,4,moderate,test
ACC-000725,REL-00348,shared_location,87,4,clean,test
ACC-000726,REL-00349,shared_residence,88,1,moderate,train
ACC-000727,REL-00349,shared_residence,88,1,moderate,train
ACC-000728,REL-00350,singleton,88,2,moderate,train
ACC-000729,REL-00351,singleton,88,3,clean,train
ACC-000730,REL-00352,shared_residence,88,4,moderate,train
ACC-000731,REL-00352,shared_residence,88,4,moderate,train
ACC-000732,REL-00352,shared_residence,88,4,clean,train
ACC-000733,REL-00352,shared_residence,88,4,moderate,train
ACC-000734,REL-00353,household_signal,89,1,clean,test
ACC-000735,REL-00353,household_signal,89,1,moderate,test
ACC-000736,REL-00353,household_signal,89,1,moderate,test
ACC-000737,REL-00354,singleton,89,2,heavy,test
ACC-000738,REL-00355,household_signal,89,3,moderate,test
ACC-000739,REL-00355,household_signal,89,3,clean,test
ACC-000740,REL-00355,household_signal,89,3,clean,test
ACC-000741,REL-00355,household_signal,89,3,clean,test
ACC-000742,REL-00356,household_signal,89,4,moderate,test
ACC-000743,REL-00356,household_signal,89,4,moderate,test
ACC-000744,REL-00356,household_signal,89,4,heavy,test
ACC-000745,REL-00356,household_signal,89,4,moderate,test
ACC-000746,REL-00357,shared_location,90,1,clean,validation
ACC-000747,REL-00357,shared_location,90,1,heavy,validation
ACC-000748,REL-00357,shared_location,90,1,heavy,validation
ACC-000749,REL-00357,shared_location,90,1,clean,validation
ACC-000750,REL-00357,shared_location,90,1,moderate,validation
ACC-000751,REL-00357,shared_location,90,1,moderate,validation
ACC-000752,REL-00358,shared_residence,90,2,moderate,validation
ACC-000753,REL-00358,shared_residence,90,2,moderate,validation
ACC-000754,REL-00359,shared_residence,90,3,moderate,validation
ACC-000755,REL-00359,shared_residence,90,3,moderate,validation
ACC-000756,REL-00360,household_signal,90,4,heavy,validation
ACC-000757,REL-00360,household_signal,90,4,clean,validation
ACC-000758,REL-00361,singleton,91,1,clean,test
ACC-000759,REL-00362,household_signal,91,2,heavy,test
ACC-000760,REL-00362,household_signal,91,2,heavy,test
ACC-000761,REL-00363,singleton,91,3,moderate,test
ACC-000762,REL-00364,household_signal,91,4,moderate,test
ACC-000763,REL-00364,household_signal,91,4,moderate,test
ACC-000764,REL-00365,singleton,92,1,clean,train
ACC-000765,REL-00366,singleton,92,2,moderate,train
ACC-000766,REL-00367,household_signal,92,3,moderate,train
ACC-000767,REL-00367,household_signal,92,3,heavy,train
ACC-000768,REL-00368,singleton,92,4,moderate,train
ACC-000769,REL-00369,singleton,93,1,moderate,validation
ACC-000770,REL-00370,singleton,93,2,moderate,validation
ACC-000771,REL-00371,singleton,93,3,moderate,validation
ACC-000772,REL-00372,singleton,93,4,heavy,validation
ACC-000773,REL-00373,singleton,94,1,moderate,train
ACC-000774,REL-00374,shared_residence,94,2,heavy,train
ACC-000775,REL-00374,shared_residence,94,2,moderate,train
ACC-000776,REL-00374,shared_residence,94,2,moderate,train
ACC-000777,REL-00374,shared_residence,94,2,heavy,train
ACC-000778,REL-00375,singleton,94,3,clean,train
ACC-000779,REL-00376,shared_residence,94,4,moderate,train
ACC-000780,REL-00376,shared_residence,94,4,heavy,train
ACC-000781,REL-00376,shared_residence,94,4,heavy,train
ACC-000782,REL-00377,household_signal,95,1,moderate,test
ACC-000783,REL-00377,household_signal,95,1,moderate,test
ACC-000784,REL-00377,household_signal,95,1,moderate,test
ACC-000785,REL-00378,singleton,95,2,clean,test
ACC-000786,REL-00379,shared_residence,95,3,moderate,test
ACC-000787,REL-00379,shared_residence,95,3,clean,test
ACC-000788,REL-00380,shared_residence,95,4,clean,test
ACC-000789,REL-00380,shared_residence,95,4,moderate,test
ACC-000790,REL-00380,shared_residence,95,4,heavy,test
ACC-000791,REL-00381,household_signal,96,1,moderate,train
ACC-000792,REL-00381,household_signal,96,1,heavy,train
ACC-000793,REL-00381,household_signal,96,1,heavy,train
ACC-000794,REL-00381,household_signal,96,1,heavy,train
ACC-000795,REL-00382,household_signal,96,2,moderate,train
ACC-000796,REL-00382,household_signal,96,2,heavy,train
ACC-000797,REL-00383,singleton,96,3,clean,train
ACC-000798,REL-00384,singleton,96,4,clean,train
ACC-000799,REL-00385,household_signal,97,1,clean,train
ACC-000800,REL-00385,household_signal,97,1,clean,train
ACC-000801,REL-00386,singleton,97,2,moderate,train
ACC-000802,REL-00387,household_signal,97,3,heavy,train
ACC-000803,REL-00387,household_signal,97,3,heavy,train
ACC-000804,REL-00388,shared_residence,97,4,clean,train
ACC-000805,REL-00388,shared_residence,97,4,clean,train
ACC-000806,REL-00388,shared_residence,97,4,heavy,train
ACC-000807,REL-00388,shared_residence,97,4,clean,train
ACC-000808,REL-00389,shared_residence,98,1,moderate,train
ACC-000809,REL-00389,shared_residence,98,1,clean,train
ACC-000810,REL-00390,singleton,98,2,moderate,train
ACC-000811,REL-00391,singleton,98,3,moderate,train
ACC-000812,REL-00392,household_signal,98,4,clean,train
ACC-000813,REL-00392,household_signal,98,4,heavy,train
ACC-000814,REL-00393,singleton,99,1,moderate,test
ACC-000815,REL-00394,singleton,99,2,moderate,test
ACC-000816,REL-00395,shared_residence,99,3,moderate,test
ACC-000817,REL-00395,shared_residence,99,3,clean,test
ACC-000818,REL-00395,shared_residence,99,3,clean,test
ACC-000819,REL-00396,singleton,99,4,moderate,test
ACC-000820,REL-00397,singleton,100,1,clean,train
ACC-000821,REL-00398,shared_residence,100,2,clean,train
ACC-000822,REL-00398,shared_residence,100,2,moderate,train
ACC-000823,REL-00398,shared_residence,100,2,heavy,train
ACC-000824,REL-00398,shared_residence,100,2,clean,train
ACC-000825,REL-00399,household_signal,100,3,moderate,train
ACC-000826,REL-00399,household_signal,100,3,heavy,train
ACC-000827,REL-00399,household_signal,100,3,clean,train
ACC-000828,REL-00400,singleton,100,4,moderate,train
ACC-000829,REL-00401,household_signal,101,1,moderate,test
ACC-000830,REL-00401,household_signal,101,1,clean,test
ACC-000831,REL-00402,household_signal,101,2,heavy,test
ACC-000832,REL-00402,household_signal,101,2,heavy,test
ACC-000833,REL-00403,singleton,101,3,moderate,test
ACC-000834,REL-00404,shared_residence,101,4,heavy,test
ACC-000835,REL-00404,shared_residence,101,4,clean,test
ACC-000836,REL-00404,shared_residence,101,4,moderate,test
ACC-000837,REL-00405,household_signal,102,1,moderate,train
ACC-000838,REL-00405,household_signal,102,1,heavy,train
ACC-000839,REL-00406,shared_residence,102,2,moderate,train
ACC-000840,REL-00406,shared_residence,102,2,moderate,train
ACC-000841,REL-00407,shared_location,102,3,moderate,train
ACC-000842,REL-00407,shared_location,102,3,clean,train
ACC-000843,REL-00407,shared_location,102,3,clean,train
ACC-000844,REL-00407,shared_location,102,3,moderate,train
ACC-000845,REL-00407,shared_location,102,3,clean,train
ACC-000846,REL-00407,shared_location,102,3,moderate,train
ACC-000847,REL-00408,shared_residence,102,4,moderate,train
ACC-000848,REL-00408,shared_residence,102,4,clean,train
ACC-000849,REL-00408,shared_residence,102,4,moderate,train
ACC-000850,REL-00409,singleton,103,1,moderate,train
ACC-000851,REL-00410,shared_residence,103,2,clean,train
ACC-000852,REL-00410,shared_residence,103,2,heavy,train
ACC-000853,REL-00410,shared_residence,103,2,moderate,train
ACC-000854,REL-00411,household_signal,103,3,clean,train
ACC-000855,REL-00411,household_signal,103,3,clean,train
ACC-000856,REL-00411,household_signal,103,3,moderate,train
ACC-000857,REL-00412,singleton,103,4,moderate,train
ACC-000858,REL-00413,household_signal,104,1,heavy,train
ACC-000859,REL-00413,household_signal,104,1,heavy,train
ACC-000860,REL-00414,singleton,104,2,heavy,train
ACC-000861,REL-00415,singleton,104,3,moderate,train
ACC-000862,REL-00416,singleton,104,4,moderate,train
ACC-000863,REL-00417,singleton,105,1,clean,test
ACC-000864,REL-00418,singleton,105,2,heavy,test
ACC-000865,REL-00419,household_signal,105,3,clean,test
ACC-000866,REL-00419,household_signal,105,3,moderate,test
ACC-000867,REL-00420,singleton,105,4,moderate,test
ACC-000868,REL-00421,shared_residence,106,1,heavy,train
ACC-000869,REL-00421,shared_residence,106,1,moderate,train
ACC-000870,REL-00422,singleton,106,2,moderate,train
ACC-000871,REL-00423,singleton,106,3,moderate,train
ACC-000872,REL-00424,household_signal,106,4,moderate,train
ACC-000873,REL-00424,household_signal,106,4,moderate,train
ACC-000874,REL-00424,household_signal,106,4,clean,train
ACC-000875,REL-00425,shared_residence,107,1,moderate,train
ACC-000876,REL-00425,shared_residence,107,1,moderate,train
ACC-000877,REL-00426,singleton,107,2,moderate,train
ACC-000878,REL-00427,singleton,107,3,clean,train
ACC-000879,REL-00428,household_signal,107,4,clean,train
ACC-000880,REL-00428,household_signal,107,4,clean,train
ACC-000881,REL-00429,singleton,108,1,moderate,train
ACC-000882,REL-00430,singleton,108,2,moderate,train
ACC-000883,REL-00431,household_signal,108,3,moderate,train
ACC-000884,REL-00431,household_signal,108,3,moderate,train
ACC-000885,REL-00431,household_signal,108,3,moderate,train
ACC-000886,REL-00432,household_signal,108,4,moderate,train
ACC-000887,REL-00432,household_signal,108,4,moderate,train
ACC-000888,REL-00433,household_signal,109,1,moderate,train
ACC-000889,REL-00433,household_signal,109,1,heavy,train
ACC-000890,REL-00433,household_signal,109,1,heavy,train
ACC-000891,REL-00433,household_signal,109,1,clean,train
ACC-000892,REL-00434,singleton,109,2,moderate,train
ACC-000893,REL-00435,singleton,109,3,moderate,train
ACC-000894,REL-00436,singleton,109,4,heavy,train
ACC-000895,REL-00437,singleton,110,1,clean,train
ACC-000896,REL-00438,singleton,110,2,clean,train
ACC-000897,REL-00439,singleton,110,3,moderate,train
ACC-000898,REL-00440,singleton,110,4,clean,train
ACC-000899,REL-00441,singleton,111,1,clean,train
ACC-000900,REL-00442,singleton,111,2,moderate,train
ACC-000901,REL-00443,singleton,111,3,clean,train
ACC-000902,REL-00444,singleton,111,4,moderate,train
ACC-000903,REL-00445,household_signal,112,1,moderate,train
ACC-000904,REL-00445,household_signal,112,1,clean,train
ACC-000905,REL-00446,household_signal,112,2,clean,train
ACC-000906,REL-00446,household_signal,112,2,heavy,train
ACC-000907,REL-00447,shared_residence,112,3,moderate,train
ACC-000908,REL-00447,shared_residence,112,3,moderate,train
ACC-000909,REL-00448,singleton,112,4,moderate,train
ACC-000910,REL-00449,shared_residence,113,1,heavy,train
ACC-000911,REL-00449,shared_residence,113,1,clean,train
ACC-000912,REL-00450,singleton,113,2,heavy,train
ACC-000913,REL-00451,singleton,113,3,moderate,train
ACC-000914,REL-00452,singleton,113,4,moderate,train
ACC-000915,REL-00453,household_signal,114,1,moderate,train
ACC-000916,REL-00453,household_signal,114,1,moderate,train
ACC-000917,REL-00454,singleton,114,2,heavy,train
ACC-000918,REL-00455,singleton,114,3,clean,train
ACC-000919,REL-00456,singleton,114,4,clean,train
ACC-000920,REL-00457,singleton,115,1,clean,train
ACC-000921,REL-00458,household_signal,115,2,moderate,train
ACC-000922,REL-00458,household_signal,115,2,moderate,train
ACC-000923,REL-00458,household_signal,115,2,clean,train
ACC-000924,REL-00458,household_signal,115,2,moderate,train
ACC-000925,REL-00459,singleton,115,3,moderate,train
ACC-000926,REL-00460,singleton,115,4,clean,train
ACC-000927,REL-00461,household_signal,116,1,heavy,test
ACC-000928,REL-00461,household_signal,116,1,clean,test
ACC-000929,REL-00461,household_signal,116,1,clean,test
ACC-000930,REL-00461,household_signal,116,1,moderate,test
ACC-000931,REL-00462,shared_residence,116,2,moderate,test
ACC-000932,REL-00462,shared_residence,116,2,moderate,test
ACC-000933,REL-00462,shared_residence,116,2,moderate,test
ACC-000934,REL-00463,singleton,116,3,clean,test
ACC-000935,REL-00464,household_signal,116,4,moderate,test
ACC-000936,REL-00464,household_signal,116,4,clean,test
ACC-000937,REL-00464,household_signal,116,4,clean,test
ACC-000938,REL-00465,singleton,117,1,clean,train
ACC-000939,REL-00466,singleton,117,2,clean,train
ACC-000940,REL-00467,singleton,117,3,moderate,train
ACC-000941,REL-00468,singleton,117,4,moderate,train
ACC-000942,REL-00469,household_signal,118,1,moderate,test
ACC-000943,REL-00469,household_signal,118,1,moderate,test
ACC-000944,REL-00469,household_signal,118,1,moderate,test
ACC-000945,REL-00469,household_signal,118,1,moderate,test
ACC-000946,REL-00470,household_signal,118,2,moderate,test
ACC-000947,REL-00470,household_signal,118,2,moderate,test
ACC-000948,REL-00471,shared_residence,118,3,clean,test
ACC-000949,REL-00471,shared_residence,118,3,heavy,test
ACC-000950,REL-00471,shared_residence,118,3,moderate,test
ACC-000951,REL-00472,shared_residence,118,4,heavy,test
ACC-000952,REL-00472,shared_residence,118,4,moderate,test
ACC-000953,REL-00473,household_signal,119,1,clean,train
ACC-000954,REL-00473,household_signal,119,1,moderate,train
ACC-000955,REL-00474,singleton,119,2,moderate,train
ACC-000956,REL-00475,household_signal,119,3,clean,train
ACC-000957,REL-00475,household_signal,119,3,moderate,train
ACC-000958,REL-00476,singleton,119,4,moderate,train
ACC-000959,REL-00477,singleton,120,1,heavy,test
ACC-000960,REL-00478,shared_residence,120,2,moderate,test
ACC-000961,REL-00478,shared_residence,120,2,clean,test
ACC-000962,REL-00479,singleton,120,3,heavy,test
ACC-000963,REL-00480,household_signal,120,4,clean,test
ACC-000964,REL-00480,household_signal,120,4,moderate,test
ACC-000965,REL-00481,singleton,121,1,heavy,validation
ACC-000966,REL-00482,shared_residence,121,2,heavy,validation
ACC-000967,REL-00482,shared_residence,121,2,moderate,validation
ACC-000968,REL-00482,shared_residence,121,2,clean,validation
ACC-000969,REL-00483,household_signal,121,3,moderate,validation
ACC-000970,REL-00483,household_signal,121,3,moderate,validation
ACC-000971,REL-00483,household_signal,121,3,clean,validation
ACC-000972,REL-00484,shared_residence,121,4,moderate,validation
ACC-000973,REL-00484,shared_residence,121,4,clean,validation
ACC-000974,REL-00485,singleton,122,1,moderate,train
ACC-000975,REL-00486,shared_residence,122,2,heavy,train
ACC-000976,REL-00486,shared_residence,122,2,moderate,train
ACC-000977,REL-00486,shared_residence,122,2,clean,train
ACC-000978,REL-00486,shared_residence,122,2,heavy,train
ACC-000979,REL-00487,singleton,122,3,moderate,train
ACC-000980,REL-00488,singleton,122,4,heavy,train
ACC-000981,REL-00489,household_signal,123,1,moderate,train
ACC-000982,REL-00489,household_signal,123,1,clean,train
ACC-000983,REL-00489,household_signal,123,1,heavy,train
ACC-000984,REL-00490,singleton,123,2,moderate,train
ACC-000985,REL-00491,shared_location,123,3,clean,train
ACC-000986,REL-00491,shared_location,123,3,moderate,train
ACC-000987,REL-00491,shared_location,123,3,moderate,train
ACC-000988,REL-00491,shared_location,123,3,moderate,train
ACC-000989,REL-00491,shared_location,123,3,clean,train
ACC-000990,REL-00491,shared_location,123,3,moderate,train
ACC-000991,REL-00492,household_signal,123,4,heavy,train
ACC-000992,REL-00492,household_signal,123,4,moderate,train
ACC-000993,REL-00493,singleton,124,1,moderate,validation
ACC-000994,REL-00494,household_signal,124,2,moderate,validation
ACC-000995,REL-00494,household_signal,124,2,moderate,validation
ACC-000996,REL-00494,household_signal,124,2,moderate,validation
ACC-000997,REL-00494,household_signal,124,2,heavy,validation
ACC-000998,REL-00495,household_signal,124,3,clean,validation
